id,title,score,comments,time
48181125,We stopped AI bot spam in our GitHub repo using Git's –author flag,14,2,2026-05-18 15:24:19
48179183,'We mould trees to grow into the shape of chairs',99,29,2026-05-18 13:01:18
48178692,Linux security mailing list 'almost unmanageable',117,49,2026-05-18 12:20:50
48179029,"Enough with the AI FOMO, go slow-mo, says Domo CDO",95,47,2026-05-18 12:49:54
48178378,Voice AI Systems Are Vulnerable to Hidden Audio Attacks,12,1,2026-05-18 11:51:05
48179021,AI eats the world (Spring 26) [pdf],120,67,2026-05-18 12:49:28
48180881,What “Amazon Supply Chain Services” Tells Us About What Amazon Is,5,0,2026-05-18 15:05:04
48177716,NASA still maintains some of the Voyager spacecraft code from the 70s era,54,55,2026-05-18 10:43:56
48173962,WriteUp: 16 Bytes of x86 that turn Matrix rain into sound,175,31,2026-05-17 23:10:09
48173468,"Two EA-18 fighter jets collide at Mountain Home airshow, pilots ejected safely",236,237,2026-05-17 21:45:30
48147091,Prolog Basics Explained with Pokémon,268,49,2026-05-15 11:02:14
48179569,Researchers Wanted Preschool Teachers to Wear Cameras to Train AI,7,0,2026-05-18 13:26:34
48168221,I don't think AI will make your processes go faster,638,430,2026-05-17 12:13:45
48168159,Trials on veterans suggest ibogaine could provide a new treatment for PTSD,107,119,2026-05-17 12:03:04
