id,title,score,comments,time
48469658,macOS Container Machines,354,135,2026-06-10 00:29:01
48470581,Rich Sutton on AI creativity and discovery,37,16,2026-06-10 02:25:24
48470248,German ruling declares Google liable for false answers in AI Overviews,151,71,2026-06-10 01:44:13
48465675,CEOs who think AI replaces their employees are just bad CEOs,496,205,2026-06-09 18:45:59
48445834,Lies we tell ourselves about email addresses,61,48,2026-06-08 14:24:57
48449567,Experience using AI software to prove Euler sum results [pdf],5,0,2026-06-08 18:42:01
48469039,"Show HN: Nucleus – A security-hardened, Nix-native container runtime",23,2,2026-06-09 23:03:40
48435943,Show HN: GentleOS – A pair of hobby OSes for vintage 32-bit and 16-bit PCs,105,93,2026-06-07 15:45:50
48457830,Microsoft's open source tools were hacked to steal passwords of AI developers,531,183,2026-06-09 07:33:16
48444758,"Blaise v0.10.0: Native Back End, Threads and Incremental Compilation",20,2,2026-06-08 12:55:01
48467712,"Company Will Add Phone, AirPod, and Smartwatch Trackers to ALPRs",98,36,2026-06-09 21:01:40
48464333,Where is the AI jobs crisis?,141,225,2026-06-09 17:29:17
48458586,Cleaning up after AI rockstar developers,455,329,2026-06-09 09:10:10
